film_id,film_title,category_name,customer_id,customer_name,store_city,store_country,rental_date,customer_total_spend_for_film
534,LOUISIANA HARRY,Family,102,CRYSTAL FORD,Woodridge,Australia,2005-07-06 06:27:15,1.99
205,DANCES NONE,Action,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-06 08:23:08,4.99
753,RUSH GOODFELLAS,Family,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-07 05:45:59,6.99
99,BRINGING HYSTERICAL,Comedy,102,CRYSTAL FORD,Woodridge,Australia,2005-07-08 15:48:34,3.99
42,ARTIST COLDBLOODED,Sports,102,CRYSTAL FORD,Woodridge,Australia,2005-07-09 01:06:03,6.99
337,FRIDA SLIPPER,Foreign,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-09 01:32:17,5.99
518,LIAISONS SWEET,Travel,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-09 06:48:49,4.99
253,DRIFTER COMMANDMENTS,Action,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-10 00:54:46,5.99
748,RUGRATS SHAKESPEARE,Action,102,CRYSTAL FORD,Woodridge,Australia,2005-07-10 10:59:23,2.99
323,FLIGHT LIES,Sports,102,CRYSTAL FORD,Woodridge,Australia,2005-07-12 00:14:25,5.99
377,GREASE YOUTH,Family,102,CRYSTAL FORD,Woodridge,Australia,2005-07-27 05:55:32,0.99
317,FIREBALL PHILADELPHIA,Comedy,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-27 10:32:58,0.99
891,TIMBERLAND SKY,Classics,102,CRYSTAL FORD,Woodridge,Australia,2005-07-27 17:42:31,6.99
925,UNITED PILOT,Documentary,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-28 22:30:27,0.99
44,ATTACKS HATE,Sci-Fi,102,CRYSTAL FORD,Woodridge,Australia,2005-07-29 15:36:27,5.99
863,SUN CONFESSIONS,Sci-Fi,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-30 10:50:53,3.99
517,LESSON CLEOPATRA,Sports,102,CRYSTAL FORD,Woodridge,Australia,2005-07-30 12:26:26,2.99
110,CABIN FLASH,Children,102,CRYSTAL FORD,Lethbridge,Canada,2005-07-30 16:18:39,0.99
116,CANDIDATE PERDITION,Classics,102,CRYSTAL FORD,Woodridge,Australia,2005-07-31 04:15:38,2.99
711,RAGING AIRPLANE,Sci-Fi,102,CRYSTAL FORD,Woodridge,Australia,2005-07-31 10:10:22,4.99
945,VIRGINIAN PLUTO,Documentary,102,CRYSTAL FORD,Woodridge,Australia,2005-08-01 23:39:21,1.99
316,FIRE WOLVES,Games,102,CRYSTAL FORD,Woodridge,Australia,2005-08-02 08:07:12,4.99
182,CONTROL ANTHEM,Comedy,102,CRYSTAL FORD,Lethbridge,Canada,2005-08-02 11:00:32,4.99
271,EASY GLADIATOR,Action,102,CRYSTAL FORD,Woodridge,Australia,2005-08-18 12:56:37,4.99
390,GUYS FALCON,Sci-Fi,102,CRYSTAL FORD,Lethbridge,Canada,2005-08-19 22:57:25,9.99
345,GABLES METROPOLIS,Family,102,CRYSTAL FORD,Woodridge,Australia,2005-08-22 10:06:28,1.99
402,HARPER DYING,Animation,102,CRYSTAL FORD,Lethbridge,Canada,2005-08-23 21:59:26,3.99
749,RULES HUMAN,Horror,103,GLADYS HAMILTON,Lethbridge,Canada,2005-05-26 12:40:23,7.99
708,QUILLS BULL,Documentary,103,GLADYS HAMILTON,Woodridge,Australia,2005-05-28 20:23:23,9.99
226,DESTINY SATURDAY,New,103,GLADYS HAMILTON,Lethbridge,Canada,2005-06-15 16:22:38,4.99
280,EMPIRE MALKOVICH,Children,103,GLADYS HAMILTON,Lethbridge,Canada,2005-06-17 20:28:29,0.99
736,ROBBERY BRIGHT,Family,103,GLADYS HAMILTON,Lethbridge,Canada,2005-06-18 01:50:27,0.99
848,STONE FIRE,Travel,103,GLADYS HAMILTON,Lethbridge,Canada,2005-06-19 14:57:54,0.99
528,LOLITA WORLD,Family,103,GLADYS HAMILTON,Lethbridge,Canada,2005-07-06 12:19:28,6.99
370,GORGEOUS BINGO,Children,103,GLADYS HAMILTON,Lethbridge,Canada,2005-07-06 16:51:21,4.99
668,PEAK FOREVER,Sports,103,GLADYS HAMILTON,Woodridge,Australia,2005-07-07 03:02:40,6.99
154,CLASH FREDDY,Animation,103,GLADYS HAMILTON,Woodridge,Australia,2005-07-07 11:53:49,2.99
748,RUGRATS SHAKESPEARE,Action,103,GLADYS HAMILTON,Lethbridge,Canada,2005-07-07 19:24:39,1.99
398,HANOVER GALAXY,Music,103,GLADYS HAMILTON,Woodridge,Australia,2005-07-08 19:23:16,4.99
326,FLYING HOOK,Animation,103,GLADYS HAMILTON,Lethbridge,Canada,2005-07-09 09:00:28,4.99
308,FERRIS MOTHER,Comedy,103,GLADYS HAMILTON,Woodridge,Australia,2005-07-12 04:17:15,5.99
47,BABY HALL,Foreign,103,GLADYS HAMILTON,Woodridge,Australia,2005-07-12 12:44:57,6.99
349,GANGS PRIDE,Animation,103,GLADYS HAMILTON,Woodridge,Australia,2005-07-26 23:44:12,2.99
812,SMOKING BARBARELLA,Documentary,103,GLADYS HAMILTON,Lethbridge,Canada,2005-07-27 13:00:55,0.99
336,FRENCH HOLIDAY,Documentary,103,GLADYS HAMILTON,Lethbridge,Canada,2005-07-27 19:04:19,6.99
290,EVERYONE CRAFT,Foreign,103,GLADYS HAMILTON,Lethbridge,Canada,2005-07-29 03:01:24,0.99
532,LOSER HUSTLER,Sports,103,GLADYS HAMILTON,Woodridge,Australia,2005-07-29 10:10:02,4.99
390,GUYS FALCON,Sci-Fi,103,GLADYS HAMILTON,Lethbridge,Canada,2005-07-30 19:42:07,4.99
858,SUBMARINE BED,Comedy,103,GLADYS HAMILTON,Woodridge,Australia,2005-08-19 05:40:36,7.99
696,PRIDE ALAMO,Animation,103,GLADYS HAMILTON,Woodridge,Australia,2005-08-20 08:33:21,0.99
645,OTHERS SOUP,Travel,103,GLADYS HAMILTON,Woodridge,Australia,2005-08-20 22:39:16,2.99
263,DURHAM PANKY,Sports,103,GLADYS HAMILTON,Woodridge,Australia,2005-08-21 06:58:49,4.99
375,GRAIL FRANKENSTEIN,Action,103,GLADYS HAMILTON,Lethbridge,Canada,2005-08-22 23:13:10,8.99
991,WORST BANGER,Action,103,GLADYS HAMILTON,Woodridge,Australia,2005-08-23 01:13:52,5.99
799,SIMON NORTH,Horror,103,GLADYS HAMILTON,Lethbridge,Canada,2005-08-23 01:22:12,3.99
995,YENTL IDAHO,Horror,103,GLADYS HAMILTON,Lethbridge,Canada,2005-08-23 06:25:07,5.99
646,OUTBREAK DIVINE,Games,103,GLADYS HAMILTON,Woodridge,Australia,2005-08-23 09:27:29,0.99
439,HUNCHBACK IMPOSSIBLE,Drama,103,GLADYS HAMILTON,Lethbridge,Canada,2005-08-23 22:43:07,8.99
501,KISSING DOLLS,Action,104,RITA GRAHAM,Lethbridge,Canada,2005-05-26 02:26:23,10.99
418,HOBBIT ALIEN,Drama,104,RITA GRAHAM,Woodridge,Australia,2005-05-29 19:08:20,3.99
914,TROUBLE DATE,Travel,104,RITA GRAHAM,Woodridge,Australia,2005-06-15 08:41:38,3.99
281,ENCINO ELF,Games,104,RITA GRAHAM,Woodridge,Australia,2005-06-17 19:31:16,0.99
280,EMPIRE MALKOVICH,Children,104,RITA GRAHAM,Woodridge,Australia,2005-06-20 04:43:45,0.99
773,SEABISCUIT PUNK,Sports,104,RITA GRAHAM,Woodridge,Australia,2005-06-21 05:24:17,2.99
307,FELLOWSHIP AUTUMN,Travel,104,RITA GRAHAM,Lethbridge,Canada,2005-07-07 00:56:09,4.99
953,WAIT CIDER,Animation,104,RITA GRAHAM,Lethbridge,Canada,2005-07-07 22:56:17,6.99
767,SCALAWAG DUCK,Music,104,RITA GRAHAM,Woodridge,Australia,2005-07-08 02:53:46,4.99
300,FALCON VOLUME,Animation,104,RITA GRAHAM,Woodridge,Australia,2005-07-08 03:26:20,7.99
709,RACER EGG,Drama,104,RITA GRAHAM,Woodridge,Australia,2005-07-08 21:32:30,2.99
377,GREASE YOUTH,Family,104,RITA GRAHAM,Lethbridge,Canada,2005-07-09 18:54:08,1.99
410,HEAVEN FREEDOM,Comedy,104,RITA GRAHAM,Lethbridge,Canada,2005-07-27 05:22:04,2.99
606,MUMMY CREATURES,Sports,104,RITA GRAHAM,Woodridge,Australia,2005-07-29 06:47:39,1.99
751,RUNAWAY TENENBAUMS,New,104,RITA GRAHAM,Woodridge,Australia,2005-07-30 08:24:42,3.99
720,REDEMPTION COMFORTS,New,104,RITA GRAHAM,Woodridge,Australia,2005-07-31 17:32:03,5.99
514,LEBOWSKI SOLDIERS,Drama,104,RITA GRAHAM,Woodridge,Australia,2005-08-17 07:12:31,2.99
545,MADNESS ATTACKS,Foreign,104,RITA GRAHAM,Lethbridge,Canada,2005-08-18 11:17:07,3.99
748,RUGRATS SHAKESPEARE,Action,104,RITA GRAHAM,Woodridge,Australia,2005-08-19 07:45:42,0.99
467,INTRIGUE WORST,Foreign,104,RITA GRAHAM,Lethbridge,Canada,2005-08-19 08:02:24,1.99
354,GHOST GROUNDHOG,Children,104,RITA GRAHAM,Woodridge,Australia,2005-08-19 13:59:53,4.99
311,FICTION CHRISTMAS,Foreign,104,RITA GRAHAM,Woodridge,Australia,2005-08-19 22:41:44,3.99
891,TIMBERLAND SKY,Classics,104,RITA GRAHAM,Lethbridge,Canada,2005-08-21 04:43:59,3.99
292,EXCITEMENT EVE,Action,104,RITA GRAHAM,Woodridge,Australia,2005-08-22 15:52:57,0.99
588,MODEL FISH,Children,105,DAWN SULLIVAN,Woodridge,Australia,2005-05-27 01:18:57,8.99
174,CONFIDENTIAL INTERVIEW,Music,105,DAWN SULLIVAN,Woodridge,Australia,2005-05-27 21:36:34,7.99
522,LIFE TWISTED,Comedy,105,DAWN SULLIVAN,Woodridge,Australia,2005-05-27 23:40:52,2.99
117,CANDLES GRAPES,Games,105,DAWN SULLIVAN,Lethbridge,Canada,2005-05-29 14:17:17,6.99
927,UPRISING UPTOWN,Action,105,DAWN SULLIVAN,Lethbridge,Canada,2005-06-16 19:49:18,3.99
864,SUNDANCE INVASION,Children,105,DAWN SULLIVAN,Lethbridge,Canada,2005-06-17 10:49:23,3.99
733,RIVER OUTLAW,Sports,105,DAWN SULLIVAN,Lethbridge,Canada,2005-06-19 09:08:45,3.99
637,OPEN AFRICAN,Sci-Fi,105,DAWN SULLIVAN,Woodridge,Australia,2005-07-09 14:06:56,4.99
540,LUCKY FLYING,Music,105,DAWN SULLIVAN,Lethbridge,Canada,2005-07-09 21:14:03,4.99
374,GRAFFITI LOVE,Sci-Fi,105,DAWN SULLIVAN,Lethbridge,Canada,2005-07-10 02:45:53,2.99
580,MINE TITANS,New,105,DAWN SULLIVAN,Lethbridge,Canada,2005-07-10 08:41:28,4.99
86,BOOGIE AMELIE,Music,105,DAWN SULLIVAN,Woodridge,Australia,2005-07-12 04:57:17,4.99
541,LUKE MUMMY,Animation,105,DAWN SULLIVAN,Woodridge,Australia,2005-07-27 17:47:00,2.99
672,PERFECT GROOVE,Comedy,105,DAWN SULLIVAN,Woodridge,Australia,2005-07-30 04:22:15,2.99
993,WRONG BEHAVIOR,Children,105,DAWN SULLIVAN,Woodridge,Australia,2005-07-30 09:43:12,3.99
517,LESSON CLEOPATRA,Sports,105,DAWN SULLIVAN,Woodridge,Australia,2005-07-30 12:37:08,5.99
20,AMELIE HELLFIGHTERS,Music,105,DAWN SULLIVAN,Lethbridge,Canada,2005-07-30 12:56:44,9.99
883,TEQUILA PAST,Children,105,DAWN SULLIVAN,Woodridge,Australia,2005-08-01 11:37:34,4.99
560,MARS ROMAN,Games,105,DAWN SULLIVAN,Lethbridge,Canada,2005-08-18 02:44:44,0.99
181,CONTACT ANONYMOUS,Travel,105,DAWN SULLIVAN,Woodridge,Australia,2005-08-19 04:03:34,2.99
193,CROSSROADS CASUALTIES,Animation,105,DAWN SULLIVAN,Lethbridge,Canada,2005-08-19 09:40:05,6.99
42,ARTIST COLDBLOODED,Sports,105,DAWN SULLIVAN,Woodridge,Australia,2005-08-20 11:17:03,2.99
762,SASSY PACKER,Games,105,DAWN SULLIVAN,Woodridge,Australia,2005-08-20 22:03:18,0.99
88,BORN SPINAL,Travel,105,DAWN SULLIVAN,Woodridge,Australia,2005-08-23 07:24:27,4.99
625,NONE SPIKING,Sci-Fi,105,DAWN SULLIVAN,Lethbridge,Canada,2005-08-23 09:48:45,4.99
111,CADDYSHACK JEDI,Action,105,DAWN SULLIVAN,Woodridge,Australia,2005-08-23 14:27:07,2.99
5,AFRICAN EGG,Family,106,CONNIE WALLACE,Woodridge,Australia,2005-05-28 07:53:38,3.99
101,BROTHERHOOD BLANKET,Documentary,106,CONNIE WALLACE,Lethbridge,Canada,2005-05-31 22:37:34,0.99
715,RANGE MOONWALKER,Family,106,CONNIE WALLACE,Woodridge,Australia,2005-06-18 07:56:18,4.99
938,VELVET TERMINATOR,Comedy,106,CONNIE WALLACE,Lethbridge,Canada,2005-06-20 11:18:11,4.99
212,DARN FORRESTER,Action,106,CONNIE WALLACE,Woodridge,Australia,2005-07-07 12:43:23,4.99
432,HOPE TOOTSIE,Classics,106,CONNIE WALLACE,Woodridge,Australia,2005-07-07 14:52:12,2.99
125,CASSIDY WYOMING,Travel,106,CONNIE WALLACE,Woodridge,Australia,2005-07-08 10:04:24,3.99
387,GUN BONNIE,Games,106,CONNIE WALLACE,Lethbridge,Canada,2005-07-09 22:24:11,3.99
748,RUGRATS SHAKESPEARE,Action,106,CONNIE WALLACE,Lethbridge,Canada,2005-07-27 01:04:45,0.99
593,MONTEREY LABYRINTH,Horror,106,CONNIE WALLACE,Woodridge,Australia,2005-07-27 09:44:26,3.99
804,SLEEPING SUSPECTS,Horror,106,CONNIE WALLACE,Woodridge,Australia,2005-07-27 19:25:00,4.99
451,IGBY MAKER,Travel,106,CONNIE WALLACE,Lethbridge,Canada,2005-07-28 19:14:17,4.99
990,WORLD LEATHERNECKS,Horror,106,CONNIE WALLACE,Woodridge,Australia,2005-07-30 07:45:49,2.99
536,LOVELY JINGLE,Classics,106,CONNIE WALLACE,Lethbridge,Canada,2005-07-31 09:16:57,7.99
320,FLAMINGOS CONNECTICUT,New,106,CONNIE WALLACE,Woodridge,Australia,2005-08-01 01:03:18,8.99
378,GREATEST NORTH,Music,106,CONNIE WALLACE,Woodridge,Australia,2005-08-01 01:43:18,2.99
711,RAGING AIRPLANE,Sci-Fi,106,CONNIE WALLACE,Woodridge,Australia,2005-08-01 09:01:40,8.99
840,STAMPEDE DISTURBING,Games,106,CONNIE WALLACE,Lethbridge,Canada,2005-08-02 20:16:06,0.99
485,JERSEY SASSY,Children,106,CONNIE WALLACE,Woodridge,Australia,2005-08-18 00:36:09,7.99
370,GORGEOUS BINGO,Children,106,CONNIE WALLACE,Lethbridge,Canada,2005-08-19 02:02:37,2.99
345,GABLES METROPOLIS,Family,106,CONNIE WALLACE,Lethbridge,Canada,2005-08-21 11:31:15,2.99
737,ROCK INSTINCT,Horror,106,CONNIE WALLACE,Woodridge,Australia,2005-08-22 05:08:58,0.99
745,ROSES TREASURE,Sports,106,CONNIE WALLACE,Lethbridge,Canada,2005-08-22 14:27:37,6.99
806,SLEEPY JAPANESE,New,107,FLORENCE WOODS,Woodridge,Australia,2005-05-26 03:11:12,5.99
137,CHARADE DUFFEL,Sci-Fi,107,FLORENCE WOODS,Woodridge,Australia,2005-05-31 03:45:26,5.99
576,MIGHTY LUCK,Documentary,107,FLORENCE WOODS,Woodridge,Australia,2005-06-15 05:07:32,2.99
563,MASSACRE USUAL,Games,107,FLORENCE WOODS,Lethbridge,Canada,2005-06-19 13:11:47,6.99
668,PEAK FOREVER,Sports,107,FLORENCE WOODS,Lethbridge,Canada,2005-06-19 23:20:40,4.99
759,SALUTE APOLLO,New,107,FLORENCE WOODS,Woodridge,Australia,2005-06-20 02:34:23,3.99
967,WEEKEND PERSONAL,Sci-Fi,107,FLORENCE WOODS,Lethbridge,Canada,2005-06-20 12:02:05,3.99
555,MALLRATS UNITED,Comedy,107,FLORENCE WOODS,Woodridge,Australia,2005-06-20 18:19:29,0.99
733,RIVER OUTLAW,Sports,107,FLORENCE WOODS,Lethbridge,Canada,2005-06-20 22:24:00,0.99
683,PITY BOUND,Drama,107,FLORENCE WOODS,Lethbridge,Canada,2005-07-06 15:43:15,6.99
220,DEER VIRGINIAN,Music,107,FLORENCE WOODS,Lethbridge,Canada,2005-07-09 16:02:54,4.99
503,KRAMER CHOCOLATE,Sports,107,FLORENCE WOODS,Lethbridge,Canada,2005-07-10 03:55:50,2.99
73,BINGO TALENTED,Sci-Fi,107,FLORENCE WOODS,Woodridge,Australia,2005-07-10 14:45:09,3.99
729,RIDER CADDYSHACK,Sports,107,FLORENCE WOODS,Woodridge,Australia,2005-07-11 08:22:05,2.99
434,HORROR REIGN,Travel,107,FLORENCE WOODS,Lethbridge,Canada,2005-07-11 08:25:22,0.99
345,GABLES METROPOLIS,Family,107,FLORENCE WOODS,Lethbridge,Canada,2005-07-12 17:54:33,5.99
100,BROOKLYN DESERT,Foreign,107,FLORENCE WOODS,Woodridge,Australia,2005-07-26 23:11:03,6.99
390,GUYS FALCON,Sci-Fi,107,FLORENCE WOODS,Lethbridge,Canada,2005-07-27 18:02:08,4.99
765,SATURN NAME,Comedy,107,FLORENCE WOODS,Lethbridge,Canada,2005-07-27 23:41:18,7.99
960,WARS PLUTO,Documentary,107,FLORENCE WOODS,Woodridge,Australia,2005-07-28 21:11:46,4.99
458,INDIAN LOVE,Family,107,FLORENCE WOODS,Woodridge,Australia,2005-07-29 17:13:45,1.99
829,SPINAL ROCKY,Family,107,FLORENCE WOODS,Woodridge,Australia,2005-07-30 11:00:00,2.99
447,ICE CROSSING,Games,107,FLORENCE WOODS,Woodridge,Australia,2005-07-30 18:28:30,2.99
674,PET HAUNTING,Foreign,107,FLORENCE WOODS,Lethbridge,Canada,2005-08-01 01:40:04,4.99
934,VANILLA DAY,Games,107,FLORENCE WOODS,Woodridge,Australia,2005-08-19 21:07:22,4.99
151,CINCINATTI WHISPERER,Sci-Fi,107,FLORENCE WOODS,Lethbridge,Canada,2005-08-20 02:18:30,6.99
767,SCALAWAG DUCK,Music,107,FLORENCE WOODS,Lethbridge,Canada,2005-08-21 16:22:59,4.99
790,SHOOTIST SUPERFLY,Drama,107,FLORENCE WOODS,Lethbridge,Canada,2005-08-23 05:01:13,3.99
160,CLUB GRAFFITI,Animation,107,FLORENCE WOODS,Woodridge,Australia,2006-02-14 15:16:03,1.98
79,BLADE POLISH,Drama,107,FLORENCE WOODS,Woodridge,Australia,2006-02-14 15:16:03,0.0
173,CONFESSIONS MAGUIRE,Drama,108,TRACY COLE,Woodridge,Australia,2005-05-25 17:54:12,4.99
358,GILMORE BOILED,Classics,108,TRACY COLE,Lethbridge,Canada,2005-05-31 07:47:18,0.99
818,SOMETHING DUCK,Drama,108,TRACY COLE,Lethbridge,Canada,2005-06-15 14:45:48,4.99
288,ESCAPE METROPOLIS,Travel,108,TRACY COLE,Woodridge,Australia,2005-06-15 18:13:46,2.99
1000,ZORRO ARK,Comedy,108,TRACY COLE,Lethbridge,Canada,2005-06-17 15:47:00,15.98
49,BADMAN DAWN,Sci-Fi,108,TRACY COLE,Woodridge,Australia,2005-06-18 02:27:01,2.99
61,BEAUTY GREASE,Drama,108,TRACY COLE,Woodridge,Australia,2005-06-20 18:04:55,4.99
155,CLEOPATRA DEVIL,New,108,TRACY COLE,Woodridge,Australia,2005-07-06 18:15:39,0.99
638,OPERATION OPERATION,Comedy,108,TRACY COLE,Lethbridge,Canada,2005-07-07 05:11:53,2.99
178,CONNECTION MICROCOSMOS,Comedy,108,TRACY COLE,Lethbridge,Canada,2005-07-07 16:57:32,1.99
625,NONE SPIKING,Sci-Fi,108,TRACY COLE,Lethbridge,Canada,2005-07-08 09:32:08,4.99
697,PRIMARY GLASS,Action,108,TRACY COLE,Woodridge,Australia,2005-07-08 14:20:01,0.99
1000,ZORRO ARK,Comedy,108,TRACY COLE,Woodridge,Australia,2005-07-09 14:34:09,15.98
409,HEARTBREAKERS BRIGHT,Children,108,TRACY COLE,Woodridge,Australia,2005-07-10 07:53:51,5.99
6,AGENT TRUMAN,Foreign,108,TRACY COLE,Woodridge,Australia,2005-07-10 15:11:54,4.99
489,JUGGLER HARDLY,Animation,108,TRACY COLE,Woodridge,Australia,2005-07-12 19:04:24,0.99
760,SAMURAI LION,New,108,TRACY COLE,Woodridge,Australia,2005-07-29 04:06:33,5.99
422,HOLLOW JEOPARDY,Sci-Fi,108,TRACY COLE,Woodridge,Australia,2005-07-29 12:18:40,4.99
640,OPUS ICE,Foreign,108,TRACY COLE,Woodridge,Australia,2005-07-29 23:10:28,4.99
17,ALONE TRIP,Music,108,TRACY COLE,Woodridge,Australia,2005-07-31 09:24:55,4.99
115,CAMPUS REMEMBER,Action,108,TRACY COLE,Lethbridge,Canada,2005-08-02 16:07:49,5.99
734,ROAD ROXANNE,Documentary,108,TRACY COLE,Woodridge,Australia,2005-08-02 20:33:35,6.99
582,MIRACLE VIRTUAL,Animation,108,TRACY COLE,Woodridge,Australia,2005-08-17 09:41:23,2.99
679,PILOT HOOSIERS,Family,108,TRACY COLE,Woodridge,Australia,2005-08-18 15:51:36,2.99
580,MINE TITANS,New,108,TRACY COLE,Lethbridge,Canada,2005-08-18 17:36:19,6.99
378,GREATEST NORTH,Music,108,TRACY COLE,Woodridge,Australia,2005-08-20 11:18:08,2.99
468,INVASION CYCLONE,Children,108,TRACY COLE,Woodridge,Australia,2005-08-21 18:51:43,3.99
805,SLEEPLESS MONSOON,Animation,108,TRACY COLE,Woodridge,Australia,2005-08-23 04:52:16,8.99
55,BARBARELLA STREETCAR,Sci-Fi,108,TRACY COLE,Lethbridge,Canada,2005-08-23 20:45:53,2.99
13,ALI FOREVER,Horror,108,TRACY COLE,Woodridge,Australia,2006-02-14 15:16:03,4.99
740,ROLLERCOASTER BRINGING,Horror,109,EDNA WEST,Woodridge,Australia,2005-05-26 07:27:57,5.99
285,ENGLISH BULWORTH,Sci-Fi,109,EDNA WEST,Lethbridge,Canada,2005-05-27 10:26:31,0.99
514,LEBOWSKI SOLDIERS,Drama,109,EDNA WEST,Woodridge,Australia,2005-05-28 15:58:22,3.99
309,FEUD FROGMEN,Family,109,EDNA WEST,Woodridge,Australia,2005-05-29 02:10:52,0.99
215,DAWN POND,Games,109,EDNA WEST,Lethbridge,Canada,2005-05-31 08:27:58,7.99
911,TRIP NEWTON,Action,109,EDNA WEST,Woodridge,Australia,2005-05-31 14:36:52,4.99
463,INSTINCT AIRPORT,Sports,109,EDNA WEST,Lethbridge,Canada,2005-05-31 16:07:09,2.99
872,SWEET BROTHERHOOD,Travel,109,EDNA WEST,Woodridge,Australia,2005-06-16 04:28:45,2.99
782,SHAKESPEARE SADDLE,Sports,109,EDNA WEST,Woodridge,Australia,2005-06-17 04:16:44,3.99
432,HOPE TOOTSIE,Classics,109,EDNA WEST,Woodridge,Australia,2005-06-18 01:51:22,6.99
434,HORROR REIGN,Travel,109,EDNA WEST,Woodridge,Australia,2005-06-19 12:12:30,5.99
296,EXPRESS LONELY,Sci-Fi,109,EDNA WEST,Lethbridge,Canada,2005-06-20 15:01:19,5.99
93,BRANNIGAN SUNRISE,New,109,EDNA WEST,Woodridge,Australia,2005-07-08 21:43:21,4.99
471,ISLAND EXORCIST,Classics,109,EDNA WEST,Lethbridge,Canada,2005-07-09 02:32:37,2.99
110,CABIN FLASH,Children,109,EDNA WEST,Lethbridge,Canada,2005-07-09 15:26:27,2.99
500,KISS GLORY,Foreign,109,EDNA WEST,Woodridge,Australia,2005-07-12 22:32:58,6.99
797,SILENCE KANE,Music,109,EDNA WEST,Woodridge,Australia,2005-07-27 07:01:00,0.99
863,SUN CONFESSIONS,Sci-Fi,109,EDNA WEST,Lethbridge,Canada,2005-07-28 15:15:41,3.99
266,DYNAMITE TARZAN,Classics,109,EDNA WEST,Woodridge,Australia,2005-07-30 13:39:42,0.99
43,ATLANTIS CAUSE,Family,109,EDNA WEST,Woodridge,Australia,2005-07-31 13:25:46,2.99
981,WOLVES DESIRE,Travel,109,EDNA WEST,Woodridge,Australia,2005-08-01 02:09:33,0.99
714,RANDOM GO,Sci-Fi,109,EDNA WEST,Woodridge,Australia,2005-08-02 01:12:06,3.99
793,SHRUNK DIVINE,Action,109,EDNA WEST,Lethbridge,Canada,2005-08-17 23:52:26,6.99
410,HEAVEN FREEDOM,Comedy,109,EDNA WEST,Lethbridge,Canada,2005-08-19 17:27:10,3.99
973,WIFE TURN,Documentary,109,EDNA WEST,Lethbridge,Canada,2005-08-22 23:10:49,7.99
445,HYDE DOCTOR,Classics,109,EDNA WEST,Woodridge,Australia,2005-08-23 09:23:36,2.99
739,ROCKY WAR,Drama,110,TIFFANY JORDAN,Lethbridge,Canada,2005-05-28 03:10:10,7.99
489,JUGGLER HARDLY,Animation,110,TIFFANY JORDAN,Lethbridge,Canada,2005-05-28 06:21:05,1.99
936,VANISHING ROCKY,Music,110,TIFFANY JORDAN,Woodridge,Australia,2005-06-16 00:32:52,8.99
101,BROTHERHOOD BLANKET,Documentary,110,TIFFANY JORDAN,Woodridge,Australia,2005-07-06 04:27:52,4.99
483,JERICHO MULAN,Games,110,TIFFANY JORDAN,Woodridge,Australia,2005-07-07 17:44:49,2.99
973,WIFE TURN,Documentary,110,TIFFANY JORDAN,Woodridge,Australia,2005-07-08 17:46:30,4.99
596,MOONSHINE CABIN,Games,110,TIFFANY JORDAN,Lethbridge,Canada,2005-07-11 10:08:13,4.99
651,PACKER MADIGAN,Animation,110,TIFFANY JORDAN,Lethbridge,Canada,2005-07-27 19:07:17,0.99
416,HIGHBALL POTTER,Foreign,110,TIFFANY JORDAN,Lethbridge,Canada,2005-07-27 21:43:04,0.99
700,PRIX UNDEFEATED,Family,110,TIFFANY JORDAN,Woodridge,Australia,2005-07-27 22:40:06,2.99
662,PATHS CONTROL,Drama,110,TIFFANY JORDAN,Woodridge,Australia,2005-08-17 04:54:14,7.99
169,COMFORTS RUSH,Travel,110,TIFFANY JORDAN,Lethbridge,Canada,2005-08-18 15:52:12,3.99
91,BOUND CHEAPER,Classics,110,TIFFANY JORDAN,Lethbridge,Canada,2005-08-20 10:05:30,2.99
185,COWBOY DOOM,Foreign,110,TIFFANY JORDAN,Lethbridge,Canada,2005-08-22 22:28:36,2.99
228,DETECTIVE VISION,Classics,112,ROSA REYNOLDS,Woodridge,Australia,2005-05-27 11:47:04,0.99
82,BLOOD ARGONAUTS,Family,112,ROSA REYNOLDS,Lethbridge,Canada,2005-05-29 02:26:27,2.99
324,FLINTSTONES HAPPINESS,Comedy,112,ROSA REYNOLDS,Lethbridge,Canada,2005-06-16 23:05:36,4.99
16,ALLEY EVOLUTION,Foreign,112,ROSA REYNOLDS,Woodridge,Australia,2005-06-17 06:50:46,2.99
227,DETAILS PACKER,Games,112,ROSA REYNOLDS,Lethbridge,Canada,2005-06-18 01:38:45,4.99
901,TRACY CIDER,Animation,112,ROSA REYNOLDS,Woodridge,Australia,2005-06-20 11:10:35,2.99
814,SNATCH SLIPPER,Comedy,112,ROSA REYNOLDS,Lethbridge,Canada,2005-07-09 17:40:52,4.99
935,VANISHED GARDEN,New,112,ROSA REYNOLDS,Woodridge,Australia,2005-07-09 19:18:11,2.99
471,ISLAND EXORCIST,Classics,112,ROSA REYNOLDS,Woodridge,Australia,2005-07-12 05:03:14,2.99
346,GALAXY SWEETHEARTS,Classics,112,ROSA REYNOLDS,Woodridge,Australia,2005-07-28 03:30:09,4.99
